Dates,DayOfWeek,PdDistrict,Address,X,Y
14.01.2015,Monday,TENDERLOIN,200 Block of GOLDEN GATE AV,-122.4143021,37.78186332
14.01.2015,Monday,TENDERLOIN,200 Block of GOLDEN GATE AV,-122.4143021,37.78186332
14.01.2015,Monday,MISSION,23RD ST . VERMONT ST,-122.4035248,37.75445344
14.01.2015,Monday,TARAVAL,1100 Block of OCEAN AV,-122.4556159,37.72385901
14.01.2015,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
14.01.2015,Monday,SOUTHERN,HOWARD ST . 4TH ST,-122.4027126,37.78325965
14.01.2015,Monday,CENTRAL,CLAY ST . TAYLOR ST,-122.4128317,37.79343252
14.01.2015,Monday,MISSION,800 Block of CAPP ST,-122.4174994,37.75308467
14.01.2015,Monday,MISSION,300 Block of SANCHEZ ST,-122.430734,37.76355171
14.01.2015,Monday,MISSION,300 Block of SANCHEZ ST,-122.430734,37.76355171
14.01.2015,Monday,NORTHERN,LARKIN ST . TURK ST,-122.4173405,37.7823799
14.01.2015,Monday,PARK,2300 Block of ULLOA ST,-122.4814601,37.74086862
14.01.2015,Monday,MISSION,MISSION ST . 13TH ST,-122.4200102,37.77010993
14.01.2015,Monday,CENTRAL,2100 Block of POWELL ST,-122.4116073,37.80444724
14.01.2015,Monday,BAYVIEW,3RD ST . OAKDALE AV,-122.3906976,37.73479699
14.01.2015,Monday,PARK,4400 Block of 17TH ST,-122.4447724,37.76185735
14.01.2015,Monday,SOUTHERN,800 Block of MISSION ST,-122.4053955,37.78351007
14.01.2015,Monday,NORTHERN,3800 Block of SCOTT ST,-122.4423051,37.80539822
14.01.2015,Monday,MISSION,3100 Block of 16TH ST,-122.4236225,37.76475739
14.01.2015,Monday,BAYVIEW,300 Block of GIRARD ST,-122.4049033,37.72794563
14.01.2015,Monday,NORTHERN,POST ST . GOUGH ST,-122.4248599,37.78619645
14.01.2015,Monday,BAYVIEW,300 Block of GIRARD ST,-122.4049033,37.72794563
14.01.2015,Monday,CENTRAL,BROADWAY ST . KEARNY ST,-122.4054759,37.79801807
14.01.2015,Monday,CENTRAL,1600 Block of POWELL ST,-122.4106724,37.79978869
14.01.2015,Monday,TARAVAL,0 Block of BEVERLY ST,-122.4716926,37.71701483
14.01.2015,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
14.01.2015,Monday,MISSION,16TH ST . MISSION ST,-122.4196718,37.76505012
14.01.2015,Monday,BAYVIEW,BAY SHORE BL . SILVER AV,-122.4046584,37.7329487
14.01.2015,Monday,TENDERLOIN,0 Block of POWELL ST,-122.4078454,37.78509432
14.01.2015,Monday,TENDERLOIN,0 Block of POWELL ST,-122.4078454,37.78509432
14.01.2015,Monday,SOUTHERN,0 Block of SOUTH VAN NESS AV,-122.4188102,37.7741251
14.01.2015,Monday,TENDERLOIN,MASON ST . EDDY ST,-122.4093131,37.78434785
14.01.2015,Monday,NORTHERN,1000 Block of VANNESS AV,-122.4212035,37.7854812
14.01.2015,Monday,MISSION,24TH ST . MISSION ST,-122.4184482,37.75223917
14.01.2015,Monday,CENTRAL,100 Block of GREENWICH ST,-122.4025918,37.80322194
14.01.2015,Monday,RICHMOND,CLEMENT ST . 7TH AV,-122.4654936,37.78288901
14.01.2015,Monday,CENTRAL,0 Block of JOHN ST,-122.4108201,37.79600854
14.01.2015,Monday,SOUTHERN,300 Block of SPEAR ST,-122.3901361,37.78948068
14.01.2015,Monday,INGLESIDE,1500 Block of TREAT AV,-122.4125061,37.74568029
14.01.2015,Monday,TARAVAL,1400 Block of 38TH AV,-122.4973554,37.75984784
14.01.2015,Monday,TARAVAL,2000 Block of 20TH AV,-122.4771481,37.74951565
14.01.2015,Monday,NORTHERN,1500 Block of OFARRELL ST,-122.4306105,37.78349637
14.01.2015,Monday,NORTHERN,1500 Block of OFARRELL ST,-122.4306105,37.78349637
14.01.2015,Monday,TENDERLOIN,0 Block of MCALLISTER ST,-122.412597,37.78111921
14.01.2015,Monday,INGLESIDE,0 Block of ROBINSON DR,-122.4287374,37.70803052
14.01.2015,Monday,NORTHERN,1500 Block of OFARRELL ST,-122.4306105,37.78349637
14.01.2015,Monday,SOUTHERN,400 Block of HARRISON ST,-122.3925521,37.78644875
14.01.2015,Monday,TENDERLOIN,0 Block of UNITEDNATIONS PZ,-122.4143122,37.77983392
14.01.2015,Monday,TENDERLOIN,0 Block of UNITEDNATIONS PZ,-122.4143122,37.77983392
14.01.2015,Monday,BAYVIEW,0 Block of BEATRICE LN,-122.3812618,37.73159166
14.01.2015,Monday,BAYVIEW,0 Block of BEATRICE LN,-122.3812618,37.73159166
14.01.2015,Monday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
14.01.2015,Monday,CENTRAL,800 Block of HYDE ST,-122.4168555,37.78866173
14.01.2015,Monday,CENTRAL,800 Block of HYDE ST,-122.4168555,37.78866173
14.01.2015,Monday,CENTRAL,800 Block of HYDE ST,-122.4168555,37.78866173
14.01.2015,Monday,CENTRAL,800 Block of HYDE ST,-122.4168555,37.78866173
14.01.2015,Monday,CENTRAL,800 Block of HYDE ST,-122.4168555,37.78866173
14.01.2015,Monday,MISSION,1000 Block of VALENCIA ST,-122.4210104,37.75650606
14.01.2015,Monday,CENTRAL,2600 Block of MASON ST,-122.4140032,37.80796947
14.01.2015,Monday,MISSION,16TH ST . MISSION ST,-122.4196718,37.76505012
14.01.2015,Monday,BAYVIEW,EVANS AV . 3RD ST,-122.3879274,37.74270308
14.01.2015,Monday,SOUTHERN,0 Block of DORE ST,-122.413046,37.77386178
14.01.2015,Monday,NORTHERN,CALIFORNIA ST . FILLMORE ST,-122.4338431,37.78890624
14.01.2015,Monday,MISSION,700 Block of SOUTH VAN NESS AV,-122.4170319,37.76115609
14.01.2015,Monday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
14.01.2015,Monday,TENDERLOIN,400 Block of EDDY ST,-122.4150669,37.78356348
14.01.2015,Monday,TARAVAL,2400 Block of 19TH AV,-122.4754586,37.7421055
14.01.2015,Monday,MISSION,23RD ST . BRYANT ST,-122.4092561,37.75439919
14.01.2015,Monday,NORTHERN,3700 Block of SCOTT ST,-122.4420746,37.80424195
14.01.2015,Monday,CENTRAL,400 Block of POWELL ST,-122.4084319,37.78877727
14.01.2015,Monday,CENTRAL,400 Block of POWELL ST,-122.4084319,37.78877727
14.01.2015,Monday,CENTRAL,400 Block of POWELL ST,-122.4084319,37.78877727
14.01.2015,Monday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
14.01.2015,Monday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
14.01.2015,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
14.01.2015,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
14.01.2015,Monday,MISSION,FOLSOM ST . 15TH ST,-122.4154644,37.76693703
14.01.2015,Monday,MISSION,FOLSOM ST . 15TH ST,-122.4154644,37.76693703
14.01.2015,Monday,INGLESIDE,3200 Block of FOLSOM ST,-122.4135214,37.74593467
14.01.2015,Monday,BAYVIEW,2900 Block of JENNINGS ST,-122.3934037,37.72168359
14.01.2015,Monday,SOUTHERN,4TH ST . CLARA ST,-122.4001546,37.78121876
14.01.2015,Monday,CENTRAL,100 Block of SUTTER ST,-122.4024258,37.79006473
14.01.2015,Monday,NORTHERN,VANNESS AV . ELLIS ST,-122.4210119,37.78382269
14.01.2015,Monday,SOUTHERN,0 Block of ZOE ST,-122.3960069,37.77993548
14.01.2015,Monday,SOUTHERN,500 Block of MARKET ST,-122.4001948,37.79005279
14.01.2015,Monday,MISSION,1800 Block of 15TH ST,-122.425864,37.76625361
14.01.2015,Monday,CENTRAL,2700 Block of HYDE ST,-122.4205347,37.80618922
14.01.2015,Monday,MISSION,2800 Block of 23RD ST,-122.4097418,37.75442429
14.01.2015,Monday,MISSION,800 Block of POTRERO AV,-122.4067253,37.75856417
14.01.2015,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
14.01.2015,Monday,NORTHERN,2000 Block of POLK ST,-122.4216089,37.79550387
14.01.2015,Monday,NORTHERN,2000 Block of POLK ST,-122.4216089,37.79550387
14.01.2015,Monday,INGLESIDE,400 Block of ALEMANY BL,-122.4163367,37.73241269
14.01.2015,Monday,TARAVAL,100 Block of VICTORIA ST,-122.4653628,37.71361516
14.01.2015,Monday,BAYVIEW,1300 Block of INDIANA ST,-122.3907317,37.75392407
14.01.2015,Monday,CENTRAL,100 Block of WASHINGTON ST,-122.397578,37.79631908
14.01.2015,Monday,MISSION,22ND ST . GUERRERO ST,-122.4231807,37.75516992
14.01.2015,Monday,BAYVIEW,INDUSTRIAL ST . LOOMIS ST,-122.405647,37.73832219
14.01.2015,Monday,RICHMOND,800 Block of LA PLAYA ST,-122.5098954,37.7723132
14.01.2015,Monday,RICHMOND,800 Block of LA PLAYA ST,-122.5098954,37.7723132
14.01.2015,Monday,INGLESIDE,400 Block of LELAND AV,-122.411818,37.71381272
14.01.2015,Monday,NORTHERN,0 Block of IVY ST,-122.4189512,37.77792272
14.01.2015,Monday,NORTHERN,0 Block of IVY ST,-122.4189512,37.77792272
14.01.2015,Monday,TARAVAL,JOHNMUIR DR . LAKE MERCED BL,-122.4857362,37.7081536
14.01.2015,Monday,CENTRAL,700 Block of MONTGOMERY ST,-122.4033402,37.79599189
14.01.2015,Monday,CENTRAL,700 Block of MONTGOMERY ST,-122.4033402,37.79599189
14.01.2015,Monday,RICHMOND,500 Block of ANZA ST,-122.4524031,37.78048089
14.01.2015,Monday,INGLESIDE,MISSION ST . RICHLAND AV,-122.4244675,37.73606048
14.01.2015,Monday,INGLESIDE,MISSION ST . RICHLAND AV,-122.4244675,37.73606048
14.01.2015,Monday,SOUTHERN,100 Block of 3RD ST,-122.400916,37.78545749
14.01.2015,Monday,NORTHERN,600 Block of POLK ST,-122.419021,37.78265298
14.01.2015,Monday,TENDERLOIN,400 Block of ELLIS ST,-122.4136093,37.78469691
14.01.2015,Monday,TENDERLOIN,400 Block of ELLIS ST,-122.4136093,37.78469691
14.01.2015,Monday,MISSION,0 Block of RONDEL PL,-122.4211104,37.76433228
14.01.2015,Monday,CENTRAL,LEAVENWORTH ST . BEACH ST,-122.4189111,37.80686224
14.01.2015,Monday,INGLESIDE,ARLETA AV . ALPHA ST,-122.4048444,37.71321724
14.01.2015,Monday,INGLESIDE,ARLETA AV . ALPHA ST,-122.4048444,37.71321724
14.01.2015,Monday,NORTHERN,2000 Block of PINE ST,-122.4295388,37.78841645
14.01.2015,Monday,TARAVAL,100 Block of BYXBEE ST,-122.4698972,37.71700756
14.01.2015,Monday,NORTHERN,UNION ST . PIERCE ST,-122.4387809,37.79667035
14.01.2015,Monday,TARAVAL,1200 Block of 9TH AV,-122.4663062,37.76496576
14.01.2015,Monday,MISSION,18TH ST . OAKWOOD ST,-122.4250259,37.76149069
14.01.2015,Monday,SOUTHERN,MARKET ST . VANNESS AV,-122.4192579,37.77514629
14.01.2015,Monday,MISSION,2400 Block of MISSION ST,-122.4190253,37.75761347
14.01.2015,Monday,MISSION,2400 Block of MISSION ST,-122.4190253,37.75761347
14.01.2015,Monday,MISSION,1800 Block of FOLSOM ST,-122.4156055,37.76771775
14.01.2015,Monday,INGLESIDE,3700 Block of MISSION ST,-122.4242839,37.73638494
14.01.2015,Monday,RICHMOND,3400 Block of CLEMENT ST,-122.4961396,37.78155663
14.01.2015,Monday,NORTHERN,600 Block of PAGE ST,-122.4314595,37.77287803
14.01.2015,Monday,RICHMOND,ANZA ST . 12TH AV,-122.4705663,37.77879928
14.01.2015,Monday,SOUTHERN,100 Block of BLUXOME ST,-122.399064,37.77501221
14.01.2015,Monday,SOUTHERN,100 Block of BLUXOME ST,-122.399064,37.77501221
14.01.2015,Monday,BAYVIEW,SAN BRUNO AV . WOOLSEY ST,-122.4026036,37.72523557
14.01.2015,Monday,TENDERLOIN,100 Block of TURK ST,-122.4116151,37.78316141
14.01.2015,Monday,TENDERLOIN,100 Block of TURK ST,-122.4116151,37.78316141
14.01.2015,Monday,INGLESIDE,SAWYER ST . SUNNYDALE AV,-122.4150807,37.7116558
14.01.2015,Monday,NORTHERN,1100 Block of SUTTER ST,-122.4193173,37.7879137
14.01.2015,Monday,SOUTHERN,900 Block of MARKET ST,-122.4097084,37.78282765
14.01.2015,Monday,CENTRAL,300 Block of COLUMBUS AV,-122.4068429,37.79805872
15.01.2015,Monday,CENTRAL,300 Block of COLUMBUS AV,-122.4068429,37.79805872
15.01.2015,Monday,INGLESIDE,2300 Block of DIAMOND ST,-122.4365724,37.7381219
15.01.2015,Monday,CENTRAL,NORTHPOINT ST . LARKIN ST,-122.422009,37.80549603
15.01.2015,Monday,BAYVIEW,500 Block of SELBY ST,-122.3959706,37.74392425
15.01.2015,Monday,INGLESIDE,5000 Block of MISSION ST,-122.4407777,37.71688065
15.01.2015,Monday,PARK,HAYES ST . DIVISADERO ST,-122.4377997,37.77499129
15.01.2015,Monday,MISSION,3600 Block of 21ST ST,-122.4290195,37.75637103
15.01.2015,Monday,SOUTHERN,300 Block of RITCH ST,-122.3940977,37.77899447
15.01.2015,Monday,CENTRAL,BAY ST . VANNESS AV,-122.4251106,37.80414615
15.01.2015,Monday,RICHMOND,100 Block of WOOD ST,-122.4488485,37.78152563
15.01.2015,Monday,MISSION,4100 Block of 18TH ST,-122.4355732,37.76091062
15.01.2015,Monday,SOUTHERN,1100 Block of HOWARD ST,-122.4102631,37.7773617
15.01.2015,Monday,INGLESIDE,900 Block of GENEVA AV,-122.4399098,37.71576543
15.01.2015,Monday,CENTRAL,GRANT AV . PINE ST,-122.4057448,37.79149808
15.01.2015,Monday,CENTRAL,GRANT AV . PINE ST,-122.4057448,37.79149808
15.01.2015,Monday,RICHMOND,200 Block of CLEMENT ST,-122.4617494,37.78300758
15.01.2015,Monday,MISSION,1800 Block of FOLSOM ST,-122.4156055,37.76771775
15.01.2015,Monday,SOUTHERN,4TH ST . HARRISON ST,-122.3996176,37.78079066
15.01.2015,Monday,SOUTHERN,500 Block of THE EMBARCADEROSOUTH ST,-122.3985869,37.79998931
15.01.2015,Monday,NORTHERN,800 Block of LARKIN ST,-122.4178854,37.78543785
15.01.2015,Monday,NORTHERN,PINE ST . VANNESS AV,-122.4221395,37.78941076
15.01.2015,Monday,TENDERLOIN,EDDY ST . HYDE ST,-122.4158851,37.78351606
15.01.2015,Monday,BAYVIEW,3RD ST . WILLIAMS AV,-122.3926255,37.72928044
15.01.2015,Monday,SOUTHERN,RITCH ST . TOWNSEND ST,-122.3932896,37.77842848
15.01.2015,Monday,INGLESIDE,300 Block of PERALTA AV,-122.4090116,37.74532445
15.01.2015,Monday,TARAVAL,100 Block of DORADO TR,-122.4612127,37.72684835
15.01.2015,Monday,BAYVIEW,300 Block of BAY SHORE BL,-122.40648,37.74105755
15.01.2015,Monday,SOUTHERN,RITCH ST . BRANNAN ST,-122.3948439,37.77966433
15.01.2015,Monday,CENTRAL,500 Block of TAYLOR ST,-122.4115404,37.78740984
15.01.2015,Monday,CENTRAL,0 Block of FRANCISCO ST,-122.4061461,37.80554096
15.01.2015,Monday,CENTRAL,TAYLOR ST . BEACH ST,-122.4156188,37.8072756
15.01.2015,Monday,INGLESIDE,100 Block of PHELAN AV,-122.4524282,37.72571725
15.01.2015,Monday,NORTHERN,1100 Block of FILLMORE ST,-122.4319796,37.78004785
15.01.2015,Monday,CENTRAL,500 Block of SUTTER ST,-122.4094236,37.78906473
15.01.2015,Monday,PARK,0 Block of DEMING ST,-122.4450944,37.76044025
15.01.2015,Monday,CENTRAL,100 Block of GREENWICH ST,-122.4025918,37.80322194
15.01.2015,Monday,SOUTHERN,500 Block of BRANNAN ST,-122.3977132,37.77746967
15.01.2015,Monday,CENTRAL,200 Block of BAY ST,-122.4111569,37.80597865
15.01.2015,Monday,BAYVIEW,1000 Block of PENNSYLVANIA AV,-122.3928836,37.75436731
15.01.2015,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
15.01.2015,Monday,CENTRAL,FRANCISCO ST . JONES ST,-122.4167012,37.80427489
15.01.2015,Monday,CENTRAL,FILBERT ST . COLUMBUS AV,-122.4113786,37.80112543
15.01.2015,Monday,CENTRAL,0 Block of FRANCISCO ST,-122.4061461,37.80554096
15.01.2015,Monday,TENDERLOIN,100 Block of 5THSTNORTH ST,-122.4086486,37.78491247
15.01.2015,Monday,TENDERLOIN,100 Block of 5THSTNORTH ST,-122.4086486,37.78491247
15.01.2015,Monday,MISSION,1800 Block of FOLSOM ST,-122.4156055,37.76771775
15.01.2015,Monday,SOUTHERN,800 Block of MARKET ST,-122.4076335,37.78418935
15.01.2015,Monday,SOUTHERN,800 Block of MARKET ST,-122.4076335,37.78418935
15.01.2015,Monday,SOUTHERN,200 Block of BEALE ST,-122.3935337,37.78925583
15.01.2015,Monday,SOUTHERN,2ND ST . BRYANT ST,-122.3936227,37.78307912
15.01.2015,Monday,MISSION,POTRERO AV . 20TH ST,-122.406948,37.75936727
15.01.2015,Monday,NORTHERN,0 Block of MARINA BL,-122.4329516,37.80505202
15.01.2015,Monday,NORTHERN,0 Block of MARINA BL,-122.4329516,37.80505202
15.01.2015,Monday,NORTHERN,0 Block of MARINA BL,-122.4329516,37.80505202
15.01.2015,Monday,SOUTHERN,100 Block of TOWNSEND ST,-122.3916864,37.77976889
15.01.2015,Monday,NORTHERN,LAGUNA ST . FULTON ST,-122.4266425,37.77832763
15.01.2015,Monday,MISSION,1700 Block of HARRISON ST,-122.4133542,37.7690748
15.01.2015,Monday,BAYVIEW,18TH ST . VERMONT ST,-122.4042609,37.76211368
15.01.2015,Monday,BAYVIEW,0 Block of NAVY RD,-122.3794249,37.72949909
15.01.2015,Monday,CENTRAL,CALIFORNIA ST . GRANT AV,-122.4059423,37.79245081
15.01.2015,Monday,CENTRAL,300 Block of UNION ST,-122.4048611,37.80103793
15.01.2015,Monday,CENTRAL,300 Block of UNION ST,-122.4048611,37.80103793
15.01.2015,Monday,SOUTHERN,OTIS ST . GOUGH ST,-122.4203472,37.77176907
15.01.2015,Monday,SOUTHERN,OTIS ST . GOUGH ST,-122.4203472,37.77176907
15.01.2015,Monday,INGLESIDE,100 Block of PERSIA AV,-122.4347643,37.72261614
15.01.2015,Monday,INGLESIDE,100 Block of PERSIA AV,-122.4347643,37.72261614
15.01.2015,Monday,MISSION,3000 Block of 26TH ST,-122.4102047,37.74946259
15.01.2015,Monday,INGLESIDE,300 Block of RAYMOND AV,-122.4102973,37.7140361
15.01.2015,Monday,INGLESIDE,300 Block of CHICAGO WY,-122.4334288,37.70927294
15.01.2015,Monday,MISSION,17TH ST . SOUTH VAN NESS AV,-122.4173326,37.7635719
15.01.2015,Monday,MISSION,17TH ST . SOUTH VAN NESS AV,-122.4173326,37.7635719
15.01.2015,Monday,INGLESIDE,300 Block of CHICAGO WY,-122.4334288,37.70927294
15.01.2015,Monday,INGLESIDE,100 Block of ONONDAGA AV,-122.4401222,37.72227127
15.01.2015,Monday,INGLESIDE,300 Block of CHICAGO WY,-122.4334288,37.70927294
15.01.2015,Monday,PARK,200 Block of DIVISADERO ST,-122.437023,37.77174998
15.01.2015,Monday,SOUTHERN,0 Block of MOSS ST,-122.4079992,37.77782417
15.01.2015,Monday,SOUTHERN,0 Block of MOSS ST,-122.4079992,37.77782417
15.01.2015,Monday,MISSION,1400 Block of YORK ST,-122.4077537,37.74901451
15.01.2015,Monday,SOUTHERN,SOUTH VAN NESS AV . MISSION ST,-122.418619,37.77305255
15.01.2015,Monday,SOUTHERN,SOUTH VAN NESS AV . MISSION ST,-122.418619,37.77305255
15.01.2015,Monday,TARAVAL,1200 Block of 36TH AV,-122.4953625,37.76401686
15.01.2015,Monday,NORTHERN,FELL ST . BUCHANAN ST,-122.4277271,37.77531576
15.01.2015,Monday,TARAVAL,46TH AV . LINCOLN WY,-122.5061887,37.76416419
15.01.2015,Monday,TENDERLOIN,200 Block of TURK ST,-122.4132375,37.78284302
15.01.2015,Monday,TENDERLOIN,200 Block of TURK ST,-122.4132375,37.78284302
15.01.2015,Monday,TENDERLOIN,200 Block of TURK ST,-122.4132375,37.78284302
15.01.2015,Monday,TENDERLOIN,200 Block of TURK ST,-122.4132375,37.78284302
15.01.2015,Monday,PARK,100 Block of BELVEDERE ST,-122.4491921,37.76779151
15.01.2015,Monday,SOUTHERN,3RD ST . KING ST,-122.3918456,37.77812478
15.01.2015,Monday,MISSION,2100 Block of MISSION ST,-122.4194705,37.76227017
15.01.2015,Monday,SOUTHERN,700 Block of MARKET ST,-122.4052948,37.78630722
15.01.2015,Monday,TARAVAL,0 Block of BUCKINGHAM WY,-122.4788846,37.72584383
15.01.2015,Monday,BAYVIEW,1100 Block of OAKDALE AV,-122.3821102,37.72997569
15.01.2015,Monday,BAYVIEW,1100 Block of OAKDALE AV,-122.3821102,37.72997569
15.01.2015,Monday,SOUTHERN,MISSION ST . 8TH ST,-122.4131609,37.77745666
15.01.2015,Monday,SOUTHERN,400 Block of 3RD ST,-122.3971626,37.78229764
15.01.2015,Monday,MISSION,23RD ST . MISSION ST,-122.4185967,37.7538382
15.01.2015,Monday,MISSION,23RD ST . MISSION ST,-122.4185967,37.7538382
15.01.2015,Monday,INGLESIDE,1700 Block of GENEVA AV,-122.4253585,37.71052403
15.01.2015,Monday,INGLESIDE,1700 Block of GENEVA AV,-122.4253585,37.71052403
15.01.2015,Monday,BAYVIEW,0 Block of MIDDLEPOINT RD,-122.3793431,37.73651562
15.01.2015,Monday,CENTRAL,0 Block of MONTGOMERY ST,-122.4021637,37.78957103
15.01.2015,Monday,BAYVIEW,900 Block of CONNECTICUT ST,-122.3970892,37.75359879
15.01.2015,Monday,BAYVIEW,1200 Block of EVANS AV,-122.3829329,37.73973302
15.01.2015,Monday,BAYVIEW,1200 Block of EVANS AV,-122.3829329,37.73973302
15.01.2015,Monday,TENDERLOIN,600 Block of ELLIS ST,-122.4169161,37.78439445
15.01.2015,Monday,TENDERLOIN,600 Block of ELLIS ST,-122.4169161,37.78439445
15.01.2015,Monday,NORTHERN,1900 Block of JACKSON ST,-122.427186,37.79346456
15.01.2015,Monday,PARK,0 Block of BEHR AV,-122.4548779,37.7577388
15.01.2015,Monday,PARK,0 Block of BEHR AV,-122.4548779,37.7577388
15.01.2015,Monday,MISSION,22ND ST . VALENCIA ST,-122.4209662,37.75529393
15.01.2015,Monday,NORTHERN,1500 Block of BAY ST,-122.4325304,37.80321403
15.01.2015,Monday,TARAVAL,0 Block of HARDING RD,-122.4977043,37.72473844
15.01.2015,Monday,TENDERLOIN,600 Block of ELLIS ST,-122.4169161,37.78439445
15.01.2015,Monday,PARK,0 Block of BEHR AV,-122.4548779,37.7577388
15.01.2015,Monday,NORTHERN,1500 Block of BAY ST,-122.4325304,37.80321403
15.01.2015,Monday,BAYVIEW,CAMERON WY . FITZGERALD AV,-122.3891408,37.7196782
15.01.2015,Monday,NORTHERN,1200 Block of FILLMORE ST,-122.4321682,37.78097996
15.01.2015,Monday,RICHMOND,1000 Block of GREAT HY,-122.5102257,37.76724422
15.01.2015,Monday,CENTRAL,LEAVENWORTH ST . LOMBARD ST,-122.4179701,37.80220232
15.01.2015,Monday,MISSION,MISSION ST . 17TH ST,-122.4195157,37.76342923
15.01.2015,Monday,MISSION,MISSION ST . 17TH ST,-122.4195157,37.76342923
15.01.2015,Monday,MISSION,MISSION ST . 17TH ST,-122.4195157,37.76342923
15.01.2015,Monday,MISSION,MISSION ST . 17TH ST,-122.4195157,37.76342923
15.01.2015,Monday,CENTRAL,900 Block of LOMBARD ST,-122.4171501,37.80224983
15.01.2015,Monday,NORTHERN,2400 Block of CALIFORNIA ST,-122.4346894,37.78885384
15.01.2015,Monday,NORTHERN,2400 Block of CALIFORNIA ST,-122.4346894,37.78885384
15.01.2015,Monday,NORTHERN,2400 Block of CALIFORNIA ST,-122.4346894,37.78885384
15.01.2015,Monday,TENDERLOIN,FULTON ST . HYDE ST,-122.4151278,37.77978707
15.01.2015,Monday,TENDERLOIN,FULTON ST . HYDE ST,-122.4151278,37.77978707
15.01.2015,Monday,TENDERLOIN,FULTON ST . HYDE ST,-122.4151278,37.77978707
15.01.2015,Monday,SOUTHERN,BLUXOME ST . 5TH ST,-122.3979708,37.77594143
15.01.2015,Monday,CENTRAL,POWELL ST . JACKSON ST,-122.4099006,37.79561712
15.01.2015,Monday,BAYVIEW,300 Block of BAY SHORE BL,-122.40648,37.74105755
15.01.2015,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
15.01.2015,Monday,TARAVAL,1100 Block of OCEAN AV,-122.4556159,37.72385901
15.01.2015,Monday,INGLESIDE,0 Block of PHELAN AV,-122.4522897,37.72569336
15.01.2015,Monday,SOUTHERN,6TH ST . FOLSOM ST,-122.405619,37.77850452
15.01.2015,Monday,SOUTHERN,1200 Block of MISSION ST,-122.4143601,37.77643017
15.01.2015,Monday,SOUTHERN,1200 Block of MISSION ST,-122.4143601,37.77643017
15.01.2015,Monday,SOUTHERN,1200 Block of MISSION ST,-122.4143601,37.77643017
15.01.2015,Monday,NORTHERN,700 Block of VANNESS AV,-122.4205764,37.78245335
15.01.2015,Monday,NORTHERN,LAGUNA ST . MARINA BL,-122.4320731,37.8052217
15.01.2015,Monday,NORTHERN,700 Block of VANNESS AV,-122.4205764,37.78245335
15.01.2015,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
15.01.2015,Monday,NORTHERN,0 Block of MARINA BL,-122.4329516,37.80505202
15.01.2015,Monday,RICHMOND,900 Block of JOHNFKENNEDY DR,-122.4768797,37.7715884
15.01.2015,Monday,INGLESIDE,100 Block of DORCAS WY,-122.4494844,37.73768133
15.01.2015,Monday,CENTRAL,400 Block of BROADWAY ST,-122.4042825,37.79822493
